timestamp,substation,event_type,fault_code,load_MW
2025-04-24 03:37:37,Substation-2,Overvoltage,OV-501,134.79
2025-04-24 03:40:37,Substation-10,Undervoltage,UV-402,141.2
2025-04-24 04:05:37,Substation-2,Overvoltage,OV-501,73.87
2025-04-24 04:10:37,Substation-8,Normal,,152.92
2025-04-24 04:19:37,Substation-1,Normal,,196.07
2025-04-24 04:23:37,Substation-7,Line Fault,LF-388,122.08
2025-04-24 04:25:37,Substation-3,Undervoltage,UV-402,85.11
2025-04-24 04:59:37,Substation-2,Overload,OL-799,65.65
2025-04-24 05:01:37,Substation-6,Normal,,74.64
2025-04-24 05:05:37,Substation-10,Normal,,91.27
2025-04-24 05:06:37,Substation-1,Overvoltage,OV-501,58.96
2025-04-24 05:08:37,Substation-6,Normal,,191.38
2025-04-24 05:10:37,Substation-4,Undervoltage,UV-402,187.04
2025-04-24 05:19:37,Substation-4,Normal,,178.33
2025-04-24 05:23:37,Substation-8,Overvoltage,OV-501,61.82
2025-04-24 05:24:37,Substation-8,Normal,,121.21
2025-04-24 06:10:37,Substation-7,Overvoltage,OV-501,172.71
2025-04-24 06:15:37,Substation-3,Line Fault,LF-388,177.58
2025-04-24 06:19:37,Substation-2,Overvoltage,OV-501,96.91
2025-04-24 06:29:37,Substation-9,Normal,,196.09
2025-04-24 06:30:37,Substation-9,Transformer Overheat,TR-210,81.73
2025-04-24 06:40:37,Substation-8,Line Fault,LF-388,120.08
2025-04-24 06:41:37,Substation-1,Normal,,154.23
2025-04-24 06:45:37,Substation-2,Normal,,164.23
2025-04-24 06:46:37,Substation-6,Frequency Drift,FD-112,195.24
2025-04-24 06:49:37,Substation-10,Overvoltage,OV-501,90.09
2025-04-24 07:20:37,Substation-7,Line Fault,LF-388,196.7
2025-04-24 07:23:37,Substation-5,Normal,,178.11
2025-04-24 07:49:37,Substation-8,Frequency Drift,FD-112,169.67
2025-04-24 08:02:37,Substation-2,Normal,,69.35
2025-04-24 08:06:37,Substation-6,Normal,,126.26
2025-04-24 08:07:37,Substation-2,Normal,,132.5
2025-04-24 08:08:37,Substation-1,Transformer Overheat,TR-210,160.22
2025-04-24 08:17:37,Substation-6,Breaker Tripped,BR-305,187.47
2025-04-24 08:18:37,Substation-8,Overload,OL-799,97.48
2025-04-24 08:24:37,Substation-4,Breaker Tripped,BR-305,74.61
2025-04-24 08:27:37,Substation-7,Transformer Overheat,TR-210,112.24
2025-04-24 08:36:37,Substation-1,Normal,,166.88
2025-04-24 08:42:37,Substation-9,Undervoltage,UV-402,76.06
2025-04-24 08:45:37,Substation-4,Normal,,175.78
2025-04-24 08:59:37,Substation-4,Normal,,139.13
2025-04-24 09:10:37,Substation-10,Frequency Drift,FD-112,50.31
2025-04-24 09:43:37,Substation-9,Normal,,189.5
2025-04-24 09:53:37,Substation-7,Undervoltage,UV-402,81.69
2025-04-24 09:54:37,Substation-4,Line Fault,LF-388,195.63
2025-04-24 09:54:37,Substation-4,Undervoltage,UV-402,50.29
2025-04-24 09:59:37,Substation-5,Line Fault,LF-388,72.39
2025-04-24 10:04:37,Substation-5,Normal,,193.31
2025-04-24 10:06:37,Substation-1,Overvoltage,OV-501,159.03
2025-04-24 10:11:37,Substation-3,Normal,,156.27
2025-04-24 11:07:37,Substation-1,Frequency Drift,FD-112,160.88
2025-04-24 11:13:37,Substation-4,Transformer Overheat,TR-210,51.73
2025-04-24 11:14:37,Substation-1,Breaker Tripped,BR-305,58.86
2025-04-24 11:18:37,Substation-6,Frequency Drift,FD-112,156.69
2025-04-24 11:20:37,Substation-6,Normal,,55.92
2025-04-24 11:27:37,Substation-7,Overvoltage,OV-501,103.27
2025-04-24 11:30:37,Substation-6,Normal,,146.21
2025-04-24 11:31:37,Substation-7,Normal,,94.9
2025-04-24 11:58:37,Substation-3,Overvoltage,OV-501,95.84
2025-04-24 12:13:37,Substation-5,Normal,,176.75
2025-04-24 12:13:37,Substation-5,Normal,,61.78
2025-04-24 12:35:37,Substation-3,Line Fault,LF-388,66.85
2025-04-24 13:22:37,Substation-7,Line Fault,LF-388,155.8
2025-04-24 13:23:37,Substation-10,Transformer Overheat,TR-210,156.92
2025-04-24 13:39:37,Substation-7,Frequency Drift,FD-112,183.37
2025-04-24 14:11:37,Substation-8,Normal,,168.84
2025-04-24 14:23:37,Substation-2,Line Fault,LF-388,171.93
2025-04-24 14:25:37,Substation-2,Line Fault,LF-388,68.63
2025-04-24 14:42:37,Substation-4,Breaker Tripped,BR-305,85.11
2025-04-24 14:51:37,Substation-2,Normal,,133.43
2025-04-24 14:55:37,Substation-3,Normal,,138.16
2025-04-24 15:01:37,Substation-4,Line Fault,LF-388,145.41
2025-04-24 15:06:37,Substation-5,Breaker Tripped,BR-305,102.72
2025-04-24 15:10:37,Substation-7,Normal,,112.52
2025-04-24 16:00:37,Substation-1,Overload,OL-799,68.13
2025-04-24 16:07:37,Substation-8,Overload,OL-799,171.36
2025-04-24 16:08:37,Substation-3,Normal,,176.44
2025-04-24 16:13:37,Substation-2,Overvoltage,OV-501,165.06
2025-04-24 16:19:37,Substation-2,Normal,,119.62
2025-04-24 16:22:37,Substation-5,Line Fault,LF-388,104.74
2025-04-24 16:38:37,Substation-3,Overvoltage,OV-501,178.08
2025-04-24 16:43:37,Substation-4,Transformer Overheat,TR-210,117.19
2025-04-24 17:03:37,Substation-3,Normal,,140.37
2025-04-24 17:09:37,Substation-3,Overload,OL-799,144.45
2025-04-24 17:16:37,Substation-6,Breaker Tripped,BR-305,100.28
2025-04-24 17:17:37,Substation-4,Normal,,135.14
2025-04-24 17:18:37,Substation-9,Line Fault,LF-388,91.28
2025-04-24 17:23:37,Substation-10,Normal,,84.14
2025-04-24 17:40:37,Substation-2,Overload,OL-799,82.21
2025-04-24 18:00:37,Substation-2,Normal,,109.08
2025-04-24 18:04:37,Substation-3,Normal,,147.51
2025-04-24 18:12:37,Substation-2,Normal,,60.92
2025-04-24 18:13:37,Substation-1,Normal,,104.43
2025-04-24 18:15:37,Substation-2,Normal,,131.07
2025-04-24 18:29:37,Substation-5,Undervoltage,UV-402,175.7
2025-04-24 18:47:37,Substation-3,Normal,,152.42
2025-04-24 19:10:37,Substation-7,Transformer Overheat,TR-210,67.68
2025-04-24 19:17:37,Substation-9,Undervoltage,UV-402,124.56
2025-04-24 19:20:37,Substation-2,Overload,OL-799,72.81
2025-04-24 19:27:37,Substation-6,Normal,,109.76
2025-04-24 19:48:37,Substation-4,Transformer Overheat,TR-210,158.04
2025-04-24 20:13:37,Substation-2,Undervoltage,UV-402,61.77
2025-04-24 20:18:37,Substation-8,Normal,,165.12
2025-04-24 20:22:37,Substation-8,Normal,,113.78
2025-04-24 20:35:37,Substation-10,Overvoltage,OV-501,132.94
2025-04-24 20:36:37,Substation-10,Line Fault,LF-388,58.77
2025-04-24 20:38:37,Substation-4,Line Fault,LF-388,146.08
2025-04-24 20:42:37,Substation-3,Normal,,180.88
2025-04-24 21:03:37,Substation-5,Normal,,181.17
2025-04-24 21:16:37,Substation-10,Overload,OL-799,198.31
2025-04-24 21:19:37,Substation-6,Normal,,149.38
2025-04-24 21:35:37,Substation-10,Overvoltage,OV-501,169.98
2025-04-24 21:47:37,Substation-2,Overload,OL-799,53.25
2025-04-24 21:50:37,Substation-6,Breaker Tripped,BR-305,148.38
2025-04-24 21:52:37,Substation-1,Undervoltage,UV-402,138.85
2025-04-24 22:09:37,Substation-5,Breaker Tripped,BR-305,97.35
2025-04-24 22:21:37,Substation-9,Normal,,81.89
2025-04-24 22:24:37,Substation-9,Breaker Tripped,BR-305,143.67
2025-04-24 22:27:37,Substation-9,Normal,,173.24
2025-04-24 22:44:37,Substation-2,Overload,OL-799,95.04
2025-04-24 22:49:37,Substation-8,Transformer Overheat,TR-210,166.32
2025-04-24 22:53:37,Substation-6,Normal,,79.92
2025-04-24 22:59:37,Substation-6,Line Fault,LF-388,61.16
2025-04-24 23:02:37,Substation-4,Overload,OL-799,141.98
2025-04-24 23:16:37,Substation-9,Normal,,170.32
2025-04-24 23:21:37,Substation-4,Line Fault,LF-388,154.64
2025-04-24 23:25:37,Substation-1,Transformer Overheat,TR-210,130.61
2025-04-24 23:35:37,Substation-10,Normal,,71.85
2025-04-24 23:44:37,Substation-6,Normal,,75.44
2025-04-25 00:12:37,Substation-2,Normal,,75.87
2025-04-25 00:15:37,Substation-6,Overload,OL-799,179.03
2025-04-25 00:37:37,Substation-9,Transformer Overheat,TR-210,171.88
2025-04-25 00:42:37,Substation-5,Undervoltage,UV-402,195.7
2025-04-25 00:52:37,Substation-2,Normal,,85.2
2025-04-25 00:53:37,Substation-7,Breaker Tripped,BR-305,122.78
2025-04-25 00:55:37,Substation-7,Normal,,122.14
2025-04-25 01:00:37,Substation-8,Transformer Overheat,TR-210,64.81
2025-04-25 01:19:37,Substation-10,Normal,,164.86
2025-04-25 01:41:37,Substation-10,Undervoltage,UV-402,105.95
2025-04-25 01:44:37,Substation-3,Normal,,92.46
2025-04-25 01:49:37,Substation-3,Line Fault,LF-388,107.05
2025-04-25 02:05:37,Substation-10,Overload,OL-799,139.21
2025-04-25 02:09:37,Substation-5,Breaker Tripped,BR-305,123.52
2025-04-25 02:12:37,Substation-10,Transformer Overheat,TR-210,141.47
2025-04-25 02:14:37,Substation-3,Normal,,105.86
2025-04-25 02:18:37,Substation-2,Transformer Overheat,TR-210,80.5
2025-04-25 02:19:37,Substation-9,Undervoltage,UV-402,162.08
2025-04-25 02:22:37,Substation-10,Normal,,68.45
2025-04-25 02:24:37,Substation-10,Breaker Tripped,BR-305,114.91
2025-04-25 02:50:37,Substation-6,Line Fault,LF-388,177.08
2025-04-25 03:17:37,Substation-9,Normal,,114.06
2025-04-25 03:24:37,Substation-2,Breaker Tripped,BR-305,150.84
2025-04-25 03:25:37,Substation-7,Overload,OL-799,70.91
